Company,Instrument,Credit Rating,1Y Range,% Assets
8.02% LIC Housing Fin. 2020,Debenture,AAA,6.38 - 6.81,6.38
7.7% HUDCO 2020,Debenture,AAA,3.50 - 3.90,3.85
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 3.06,3.06
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.72,1.72
Kotak Mahindra Prime 2020,Debenture,AAA,0.31 - 0.31,0.31
28. Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 Days) - Direct Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,10.40 - 11.20,10.40
HDFC 2020,Debenture,AAA,9.88 - 10.79,9.88
7.09% Export-Import Bank 2020,Bonds,AAA,9.77 - 10.41,9.77
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.73 - 10.46,9.73
8.2% Power Grid Corporation 2020,Debenture,AAA,9.56 - 10.31,9.56
6.73% IRFC 2020,Debenture,AAA,9.47 - 10.05,9.47
Kotak Mahindra Prime 2020,Debenture,AAA,8.73 - 8.79,8.79
8.68% LIC Housing Fin. 2020,Debenture,AAA,7.56 - 8.10,7.56
Bajaj Finance 2020,Debenture,AAA,7.23 - 7.27,7.27
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 5.04,5.03
7.7% HUDCO 2020,Debenture,AAA,3.83 - 4.50,4.44
8.658% HDB Financial Services 2020,Bonds,AAA,1.51 - 1.62,1.51
Kotak Mahindra Prime 2020,Debenture,AAA,1.15 - 1.16,1.16
8.8% REC 2019,Bonds,AAA,0.67 - 0.74,0.67
8.39% Rajasthan State 2020,State Development Loan,SOV,0.26 - 0.29,0.26
29. Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 Days) - Regular Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,10.40 - 11.20,10.40
HDFC 2020,Debenture,AAA,9.88 - 10.79,9.88
7.09% Export-Import Bank 2020,Bonds,AAA,9.77 - 10.41,9.77
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.73 - 10.46,9.73
8.2% Power Grid Corporation 2020,Debenture,AAA,9.56 - 10.31,9.56
6.73% IRFC 2020,Debenture,AAA,9.47 - 10.05,9.47
Kotak Mahindra Prime 2020,Debenture,AAA,8.73 - 8.79,8.79
8.68% LIC Housing Fin. 2020,Debenture,AAA,7.56 - 8.10,7.56
Bajaj Finance 2020,Debenture,AAA,7.23 - 7.27,7.27
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 5.04,5.03
7.7% HUDCO 2020,Debenture,AAA,3.83 - 4.50,4.44
8.658% HDB Financial Services 2020,Bonds,AAA,1.51 - 1.62,1.51
Kotak Mahindra Prime 2020,Debenture,AAA,1.15 - 1.16,1.16
8.8% REC 2019,Bonds,AAA,0.67 - 0.74,0.67
8.39% Rajasthan State 2020,State Development Loan,SOV,0.26 - 0.29,0.26
30. Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 Days) - Direct Plan
Bajaj Finance 2020,Debenture,AAA,11.94 - 12.02,12.02
8.39% Rajasthan State 2020,State Development Loan,SOV,11.94 - 12.95,11.94
Kotak Mahindra Prime 2020,Debenture,AAA,11.84 - 11.93,11.93
8.36% Power Finance Corp. 2020,Bonds,AAA,10.33 - 11.12,10.33
7.09% Export-Import Bank 2020,Bonds,AAA,9.83 - 10.47,9.83
6.73% IRFC 2020,Debenture,AAA,9.82 - 10.42,9.82
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.35 - 10.05,9.35
HDFC 2020,Debenture,AAA,7.88 - 8.61,7.88
7.7% HUDCO 2020,Debenture,AAA,2.66 - 5.88,5.81
8.68% LIC Housing Fin. 2020,Debenture,AAA,5.11 - 5.48,5.11
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.06,2.06
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.04,0.03
31. Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 Days) - Regular Plan
Bajaj Finance 2020,Debenture,AAA,11.94 - 12.02,12.02
8.39% Rajasthan State 2020,State Development Loan,SOV,11.94 - 12.95,11.94
Kotak Mahindra Prime 2020,Debenture,AAA,11.84 - 11.93,11.93
8.36% Power Finance Corp. 2020,Bonds,AAA,10.33 - 11.12,10.33
7.09% Export-Import Bank 2020,Bonds,AAA,9.83 - 10.47,9.83
6.73% IRFC 2020,Debenture,AAA,9.82 - 10.42,9.82
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.35 - 10.05,9.35
HDFC 2020,Debenture,AAA,7.88 - 8.61,7.88
7.7% HUDCO 2020,Debenture,AAA,2.66 - 5.88,5.81
8.68% LIC Housing Fin. 2020,Debenture,AAA,5.11 - 5.48,5.11
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.06,2.06
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.04,0.03
32. Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 Days) - Direct Plan
7.59% REC 2020,Debenture,AAA,0.00 - 11.98,11.91
Indiabulls Housing Finance 2020,Debenture,AAA,10.39 - 10.67,10.39
TMF Holdings 2020,Debenture,AA-,0.00 - 10.04,10.02
Cholamandalam Invest. & Fin. 2020,Debenture,AA+,9.87 - 10.03,10.00
7.58% LIC Housing Fin. 2020,Debenture,AAA,8.71 - 9.31,8.71
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,8.37 - 8.97,8.37
9.05% Essel Lucknow Raebareli Toll Roads 2020,Debenture,AAA,8.36 - 9.06,8.36
8.7% Vedanta 2020,Debenture,AA,7.81 - 8.44,7.81
6.83% Power Finance Corp. 2020,Bonds,AAA,6.58 - 7.03,6.58
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.27,4.25
7.7% HUDCO 2020,Debenture,AAA,2.98 - 3.74,3.70
8.36% Power Finance Corp. 2020,Bonds,AAA,1.74 - 1.89,1.74
11% IL&FS Education and Technology Services 2020,Debenture,B,0.00 - 2.92,1.36
8.49% HDFC 2020,Debenture,AAA,0.00 - 0.36,0.35
8.49% LIC Housing Fin. 2020,Debenture,AAA,0.07 - 0.08,0.07
33. Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 Days) - Regular Plan
7.59% REC 2020,Debenture,AAA,0.00 - 11.98,11.91
Indiabulls Housing Finance 2020,Debenture,AAA,10.39 - 10.67,10.39
TMF Holdings 2020,Debenture,AA-,0.00 - 10.04,10.02
Cholamandalam Invest. & Fin. 2020,Debenture,AA+,9.87 - 10.03,10.00
7.58% LIC Housing Fin. 2020,Debenture,AAA,8.71 - 9.31,8.71
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,8.37 - 8.97,8.37
9.05% Essel Lucknow Raebareli Toll Roads 2020,Debenture,AAA,8.36 - 9.06,8.36
8.7% Vedanta 2020,Debenture,AA,7.81 - 8.44,7.81
6.83% Power Finance Corp. 2020,Bonds,AAA,6.58 - 7.03,6.58
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.27,4.25
7.7% HUDCO 2020,Debenture,AAA,2.98 - 3.74,3.70
8.36% Power Finance Corp. 2020,Bonds,AAA,1.74 - 1.89,1.74
11% IL&FS Education and Technology Services 2020,Debenture,B,0.00 - 2.92,1.36
8.49% HDFC 2020,Debenture,AAA,0.00 - 0.36,0.35
8.49% LIC Housing Fin. 2020,Debenture,AAA,0.07 - 0.08,0.07
34. Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 Days) - Direct Plan
7.8% LIC Housing Fin. 2020,Debenture,AAA,9.94 - 10.58,9.94
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.74 - 10.48,9.74
8.2% Power Grid Corporation 2020,Debenture,AAA,9.68 - 10.45,9.68
Bajaj Finance 2020,Debenture,AAA,9.07 - 9.13,9.13
8.87% REC 2020,Bonds,AAA,8.24 - 8.92,8.24
8.95% Power Finance Corp. 2020,Bonds,AAA,7.17 - 7.75,7.17
7.78% HDFC 2020,Debenture,AAA,6.91 - 7.36,6.91
8.658% HDB Financial Services 2020,Bonds,AAA,6.50 - 6.97,6.50
7.7% HUDCO 2020,Debenture,AAA,4.23 - 5.47,5.40
6.73% IRFC 2020,Debenture,AAA,4.74 - 5.04,4.74
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.63,4.62
7.09% Export-Import Bank 2020,Bonds,AAA,3.45 - 3.68,3.45
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,2.91 - 3.16,2.91
Bajaj Finance 2020,Debenture,AAA,2.60 - 2.61,2.61
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,2.16 - 2.33,2.16
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.97,0.97
8.36% Power Finance Corp. 2020,Bonds,AAA,0.95 - 1.03,0.95
8.39% Rajasthan State 2020,State Development Loan,SOV,0.35 - 0.38,0.35
Kotak Mahindra Prime 2020,Debenture,AAA,0.33 - 0.33,0.33
8.8% REC 2019,Bonds,AAA,0.13 - 0.14,0.13
8.49% LIC Housing Fin. 2020,Debenture,AAA,0.09 - 0.09,0.09
35. Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 Days) - Regular Plan
7.8% LIC Housing Fin. 2020,Debenture,AAA,9.94 - 10.58,9.94
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.74 - 10.48,9.74
8.2% Power Grid Corporation 2020,Debenture,AAA,9.68 - 10.45,9.68
Bajaj Finance 2020,Debenture,AAA,9.07 - 9.13,9.13
8.87% REC 2020,Bonds,AAA,8.24 - 8.92,8.24
8.95% Power Finance Corp. 2020,Bonds,AAA,7.17 - 7.75,7.17
7.78% HDFC 2020,Debenture,AAA,6.91 - 7.36,6.91
8.658% HDB Financial Services 2020,Bonds,AAA,6.50 - 6.97,6.50
7.7% HUDCO 2020,Debenture,AAA,4.23 - 5.47,5.40
6.73% IRFC 2020,Debenture,AAA,4.74 - 5.04,4.74
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.63,4.62
7.09% Export-Import Bank 2020,Bonds,AAA,3.45 - 3.68,3.45
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,2.91 - 3.16,2.91
Bajaj Finance 2020,Debenture,AAA,2.60 - 2.61,2.61
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,2.16 - 2.33,2.16
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.97,0.97
8.36% Power Finance Corp. 2020,Bonds,AAA,0.95 - 1.03,0.95
8.39% Rajasthan State 2020,State Development Loan,SOV,0.35 - 0.38,0.35
Kotak Mahindra Prime 2020,Debenture,AAA,0.33 - 0.33,0.33
8.8% REC 2019,Bonds,AAA,0.13 - 0.14,0.13
8.49% LIC Housing Fin. 2020,Debenture,AAA,0.09 - 0.09,0.09
36. Aditya Birla Sun Life Fixed Term Plan - Series OL (1148 Days) - Direct Plan
8.32% Uttar Pradesh State 2020,State Development Loan,SOV,21.91 - 23.70,21.91
Bajaj Finance 2020,Debenture,AAA,10.42 - 10.53,10.53
8.21% Rajasthan State 2020,State Development Loan,SOV,9.28 - 10.03,9.28
7.05% Power Finance Corp. 2020,Debenture,AAA,8.68 - 9.21,8.68
7.78% HDFC 2020,Debenture,AAA,8.18 - 8.68,8.18
8.06% HDB Financial Services 2020,Debenture,AAA,6.81 - 7.26,6.81
7.09% Export-Import Bank 2020,Bonds,AAA,6.80 - 7.23,6.80
8.49% LIC Housing Fin. 2020,Debenture,AAA,5.74 - 6.12,5.74
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 8.13,5.48
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,2.73 - 2.93,2.73
7.7% HUDCO 2020,Debenture,AAA,2.22 - 2.76,2.73
7.8% LIC Housing Fin. 2020,Debenture,AAA,2.73 - 2.89,2.73
8.36% Power Finance Corp. 2020,Bonds,AAA,1.36 - 1.47,1.36
8.39% Rajasthan State 2020,State Development Loan,SOV,0.41 - 0.44,0.41
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.33,0.33
37. Aditya Birla Sun Life Fixed Term Plan - Series OL (1148 Days) - Regular Plan
8.32% Uttar Pradesh State 2020,State Development Loan,SOV,21.91 - 23.70,21.91
Bajaj Finance 2020,Debenture,AAA,10.42 - 10.53,10.53
8.21% Rajasthan State 2020,State Development Loan,SOV,9.28 - 10.03,9.28
7.05% Power Finance Corp. 2020,Debenture,AAA,8.68 - 9.21,8.68
7.78% HDFC 2020,Debenture,AAA,8.18 - 8.68,8.18
8.06% HDB Financial Services 2020,Debenture,AAA,6.81 - 7.26,6.81
7.09% Export-Import Bank 2020,Bonds,AAA,6.80 - 7.23,6.80
8.49% LIC Housing Fin. 2020,Debenture,AAA,5.74 - 6.12,5.74
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 8.13,5.48
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,2.73 - 2.93,2.73
7.7% HUDCO 2020,Debenture,AAA,2.22 - 2.76,2.73
7.8% LIC Housing Fin. 2020,Debenture,AAA,2.73 - 2.89,2.73
8.36% Power Finance Corp. 2020,Bonds,AAA,1.36 - 1.47,1.36
8.39% Rajasthan State 2020,State Development Loan,SOV,0.41 - 0.44,0.41
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.33,0.33
38. Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 Days) - Direct Plan
8.39% Rajasthan State 2020,State Development Loan,SOV,18.80 - 20.35,18.80
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,9.96 - 10.79,9.96
8.85% Bajaj Finance 2020,Debenture,AAA,9.40 - 10.05,9.40
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.38 - 10.06,9.38
7.8% LIC Housing Fin. 2020,Debenture,AAA,9.36 - 9.94,9.36
7.78% HDFC 2020,Debenture,AAA,9.36 - 9.93,9.36
7.09% Export-Import Bank 2020,Bonds,AAA,9.34 - 9.93,9.34
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 6.17,6.16
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,5.62 - 6.03,5.62
7.7% HUDCO 2020,Debenture,AAA,5.62 - 5.99,5.62
8.36% Power Finance Corp. 2020,Bonds,AAA,1.12 - 1.21,1.12
Kotak Mahindra Prime 2020,Debenture,AAA,0.89 - 0.90,0.90
39. Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 Days) - Regular Plan
8.39% Rajasthan State 2020,State Development Loan,SOV,18.80 - 20.35,18.80
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,9.96 - 10.79,9.96
8.85% Bajaj Finance 2020,Debenture,AAA,9.40 - 10.05,9.40
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.38 - 10.06,9.38
7.8% LIC Housing Fin. 2020,Debenture,AAA,9.36 - 9.94,9.36
7.78% HDFC 2020,Debenture,AAA,9.36 - 9.93,9.36
7.09% Export-Import Bank 2020,Bonds,AAA,9.34 - 9.93,9.34
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 6.17,6.16
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,5.62 - 6.03,5.62
7.7% HUDCO 2020,Debenture,AAA,5.62 - 5.99,5.62
8.36% Power Finance Corp. 2020,Bonds,AAA,1.12 - 1.21,1.12
Kotak Mahindra Prime 2020,Debenture,AAA,0.89 - 0.90,0.90
40. Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 Days) - Direct Plan
8.18% Andhra Pradesh State 2020,State Development Loan,SOV,9.76 - 10.51,9.76
8.37% REC 2020,Bonds,AAA,9.70 - 10.42,9.70
8.65% Power Finance Corp. 2020,Bonds,AAA,9.70 - 10.45,9.70
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.70 - 10.43,9.70
7.79% LIC Housing Fin. 2020,Debenture,AAA,9.64 - 10.25,9.64
7.2% IRFC 2020,Bonds,AAA,9.64 - 10.27,9.64
7.55% HDB Financial Services 2020,Bonds,AAA,9.62 - 10.19,9.62
7.5% Bajaj Finance 2020,Non Convertible Debenture,AAA,9.61 - 10.17,9.61
7.6% HDFC 2020,Debenture,AAA,4.82 - 5.11,4.82
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.77,4.75
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 3.85,3.84
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 2.01,2.01
7.7% HUDCO 2020,Debenture,AAA,0.00 - 1.96,1.93
8.39% Rajasthan State 2020,State Development Loan,SOV,1.26 - 1.37,1.26
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.99,0.99
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.18,0.18
8.19% Uttar Pradesh State 2020,State Development Loan,SOV,0.06 - 0.07,0.06
41. Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 Days) - Regular Plan
8.18% Andhra Pradesh State 2020,State Development Loan,SOV,9.76 - 10.51,9.76
8.37% REC 2020,Bonds,AAA,9.70 - 10.42,9.70
8.65% Power Finance Corp. 2020,Bonds,AAA,9.70 - 10.45,9.70
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.70 - 10.43,9.70
7.79% LIC Housing Fin. 2020,Debenture,AAA,9.64 - 10.25,9.64
7.2% IRFC 2020,Bonds,AAA,9.64 - 10.27,9.64
7.55% HDB Financial Services 2020,Bonds,AAA,9.62 - 10.19,9.62
7.5% Bajaj Finance 2020,Non Convertible Debenture,AAA,9.61 - 10.17,9.61
7.6% HDFC 2020,Debenture,AAA,4.82 - 5.11,4.82
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.77,4.75
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 3.85,3.84
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 2.01,2.01
7.7% HUDCO 2020,Debenture,AAA,0.00 - 1.96,1.93
8.39% Rajasthan State 2020,State Development Loan,SOV,1.26 - 1.37,1.26
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.99,0.99
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.18,0.18
8.19% Uttar Pradesh State 2020,State Development Loan,SOV,0.06 - 0.07,0.06
42. Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 Days) - Direct Plan
8.5% Vedanta 2021,Debenture,AA,11.73 - 13.19,12.78
JM Financial Products 2021,Debenture,AA,10.10 - 11.83,11.62
10.25% Adani Transmission 2021,Debenture,AA+,9.07 - 10.05,9.60
7.964% Sundaram Finance 2021,Zero Coupon Bonds,AAA,0.00 - 7.67,7.48
9.5119% Jharkand Road Projects Implementation 2021,Debenture,D,0.26 - 5.85,5.92
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,5.44 - 6.07,5.87
9% M&M Financial Services 2021,Debenture,AAA,5.11 - 5.84,5.67
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 9.90,5.38
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 3.63,3.53
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 3.23,3.23
7.97% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.75,2.65
9.8% IL&FS Tamil Nadu Power 2021,Debenture,D,0.00 - 4.33,2.59
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.94,1.91
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.94,1.88
9.5119% Jharkand Road Projects Implementation 2021,Debenture,D,0.00 - 1.73,1.67
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.98 - 1.09,1.06
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.86 - 0.97,0.94
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 0.61,0.60
8.36% Power Finance Corp. 2020,Bonds,AAA,0.33 - 0.37,0.36
7.7% HUDCO 2020,Debenture,AAA,0.32 - 0.37,0.36
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 0.24,0.24
43. Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 Days) - Regular Plan
8.5% Vedanta 2021,Debenture,AA,11.73 - 13.19,12.78
JM Financial Products 2021,Debenture,AA,10.10 - 11.83,11.62
10.25% Adani Transmission 2021,Debenture,AA+,9.07 - 10.05,9.60
7.964% Sundaram Finance 2021,Zero Coupon Bonds,AAA,0.00 - 7.67,7.48
9.5119% Jharkand Road Projects Implementation 2021,Debenture,D,0.26 - 5.85,5.92
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,5.44 - 6.07,5.87
9% M&M Financial Services 2021,Debenture,AAA,5.11 - 5.84,5.67
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 9.90,5.38
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 3.63,3.53
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 3.23,3.23
7.97% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.75,2.65
9.8% IL&FS Tamil Nadu Power 2021,Debenture,D,0.00 - 4.33,2.59
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.94,1.91
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.94,1.88
9.5119% Jharkand Road Projects Implementation 2021,Debenture,D,0.00 - 1.73,1.67
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.98 - 1.09,1.06
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.86 - 0.97,0.94
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 0.61,0.60
8.36% Power Finance Corp. 2020,Bonds,AAA,0.33 - 0.37,0.36
7.7% HUDCO 2020,Debenture,AAA,0.32 - 0.37,0.36
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 0.24,0.24
44. Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 Days) - Direct Plan
8.47% Puducherry State 2021,State Development Loan,SOV,17.81 - 19.22,17.81
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.44 - 11.17,10.44
Axis Finance 2021,Bonds/NCDs,AAA,9.80 - 9.90,9.90
Kotak Mahindra Prime 2021,Debenture,AAA,9.61 - 9.75,9.75
8.75% HDFC 2021,Debenture,AAA,8.82 - 9.45,8.82
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,8.80 - 9.42,8.80
7.74% IRFC 2020,Debenture,AAA,8.78 - 9.41,8.78
8.05% Power Finance Corp. 2021,Debenture,AAA,8.74 - 9.38,8.74
8.32% Power Grid Corporation 2020,Bonds,AAA,4.41 - 4.74,4.41
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.65,2.61
7.65% IRFC 2021,Debenture,AAA,0.00 - 2.04,1.93
8.36% Power Finance Corp. 2020,Bonds,AAA,1.83 - 1.99,1.83
SIDBI 2020,Debenture,A1+,0.00 - 1.19,1.19
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.69 - 0.74,0.69
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.55,0.55
45. Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 Days) - Regular Plan
8.47% Puducherry State 2021,State Development Loan,SOV,17.81 - 19.22,17.81
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.44 - 11.17,10.44
Axis Finance 2021,Bonds/NCDs,AAA,9.80 - 9.90,9.90
Kotak Mahindra Prime 2021,Debenture,AAA,9.61 - 9.75,9.75
8.75% HDFC 2021,Debenture,AAA,8.82 - 9.45,8.82
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,8.80 - 9.42,8.80
7.74% IRFC 2020,Debenture,AAA,8.78 - 9.41,8.78
8.05% Power Finance Corp. 2021,Debenture,AAA,8.74 - 9.38,8.74
8.32% Power Grid Corporation 2020,Bonds,AAA,4.41 - 4.74,4.41
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.65,2.61
7.65% IRFC 2021,Debenture,AAA,0.00 - 2.04,1.93
8.36% Power Finance Corp. 2020,Bonds,AAA,1.83 - 1.99,1.83
SIDBI 2020,Debenture,A1+,0.00 - 1.19,1.19
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.69 - 0.74,0.69
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.55,0.55
46. Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 Days) - Direct Plan
Kotak Mahindra Prime 2021,Debenture,AAA,11.79 - 11.92,11.92
7.65% IRFC 2021,Debenture,AAA,11.15 - 11.85,11.18
Axis Finance 2021,Bonds/NCDs,AAA,9.39 - 9.47,9.47
7.73% HUDCO 2021,Debenture,AAA,8.78 - 9.37,8.78
8.13% Power Grid Corporation 2021,Debenture,AAA,8.43 - 9.04,8.43
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,7.55 - 7.60,7.60
7.73% Power Finance Corp. 2021,Debenture,AAA,7.28 - 7.82,7.28
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,7.27 - 7.81,7.27
LIC Housing Fin. 2021,Debenture,AAA,5.88 - 5.92,5.92
7.52% SIDBI 2021,Bonds/NCDs,AAA,3.96 - 4.24,3.96
8.1437% Sundaram Finance 2021,Debenture,AAA,3.14 - 3.33,3.14
8.05% Power Finance Corp. 2021,Debenture,AAA,3.13 - 3.37,3.13
7.65% SIDBI 2021,Debenture,AAA,3.13 - 3.35,3.13
SIDBI 2020,Debenture,A1+,0.00 - 1.48,1.47
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.82,0.82
7.57% LIC Housing Fin. 2021,Debenture,AAA,0.73 - 0.77,0.73
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.59,0.58
6.99% REC 2020,Debenture,AAA,0.50 - 0.53,0.50
8.55% Jammu & Kashmir State 2021,State Development Loan,SOV,0.43 - 0.46,0.43
7.7% REC 2021,Bonds/NCDs,AAA,0.29 - 0.31,0.29
47. Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 Days) - Regular Plan
Kotak Mahindra Prime 2021,Debenture,AAA,11.79 - 11.92,11.92
7.65% IRFC 2021,Debenture,AAA,11.15 - 11.85,11.18
Axis Finance 2021,Bonds/NCDs,AAA,9.39 - 9.47,9.47
7.73% HUDCO 2021,Debenture,AAA,8.78 - 9.37,8.78
8.13% Power Grid Corporation 2021,Debenture,AAA,8.43 - 9.04,8.43
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,7.55 - 7.60,7.60
7.73% Power Finance Corp. 2021,Debenture,AAA,7.28 - 7.82,7.28
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,7.27 - 7.81,7.27
LIC Housing Fin. 2021,Debenture,AAA,5.88 - 5.92,5.92
7.52% SIDBI 2021,Bonds/NCDs,AAA,3.96 - 4.24,3.96
8.1437% Sundaram Finance 2021,Debenture,AAA,3.14 - 3.33,3.14
8.05% Power Finance Corp. 2021,Debenture,AAA,3.13 - 3.37,3.13
7.65% SIDBI 2021,Debenture,AAA,3.13 - 3.35,3.13
SIDBI 2020,Debenture,A1+,0.00 - 1.48,1.47
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.82,0.82
7.57% LIC Housing Fin. 2021,Debenture,AAA,0.73 - 0.77,0.73
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.59,0.58
6.99% REC 2020,Debenture,AAA,0.50 - 0.53,0.50
8.55% Jammu & Kashmir State 2021,State Development Loan,SOV,0.43 - 0.46,0.43
