Company,Instrument,Credit Rating,1Y Range,% Assets
KKR India Financial Services 2021,Debenture,AA+,0.37 - 0.44,0.42
8.45% REC 2022,Debenture,AAA,0.00 - 0.45,0.42
6.79% GOI 2029,GOI Securities,SOV,0.00 - 0.43,0.41
6.57% GOI 2033,GOI Securities,SOV,0.00 - 0.40,0.40
7.73% GOI 2034,GOI Securities,SOV,0.00 - 0.55,0.35
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 0.35,0.35
7.37% GOI 2023,GOI Securities,SOV,0.31 - 0.36,0.35
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.35,0.34
6.7% IRFC 2021,Bonds/NCDs,AAA,0.01 - 0.28,0.28
399. DSP Equity & Bond Fund - Direct Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 3.66,3.66
8.85% HDFC Bank 2099,Bonds,AA+,2.36 - 2.61,2.54
7.59% GOI 2026,GOI Securities,SOV,1.21 - 2.20,1.81
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.04,1.33
8.6% Bank of Baroda 2022,Debenture,AA+,0.91 - 1.27,1.14
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 0.90,0.90
7.26% GOI 2029,GOI Securities,SOV,0.00 - 2.85,0.86
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 1.16,0.78
8.15% State Bank of India,Bonds,AA+,0.69 - 0.82,0.73
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 0.82,0.60
KKR India Financial Services 2021,Debenture,AA+,0.42 - 0.49,0.47
9.02% REC 2022,Bonds,AAA,0.39 - 0.47,0.45
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.33 - 1.27,0.44
8.02% BPCL 2024,Debenture,AAA,0.00 - 0.44,0.44
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 0.45,0.43
7.46% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.42,0.42
KKR India Financial Services 2021,Debenture,AA+,0.37 - 0.44,0.42
8.45% REC 2022,Debenture,AAA,0.00 - 0.45,0.42
6.79% GOI 2029,GOI Securities,SOV,0.00 - 0.43,0.41
6.57% GOI 2033,GOI Securities,SOV,0.00 - 0.40,0.40
7.73% GOI 2034,GOI Securities,SOV,0.00 - 0.55,0.35
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 0.35,0.35
7.37% GOI 2023,GOI Securities,SOV,0.31 - 0.36,0.35
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.35,0.34
6.7% IRFC 2021,Bonds/NCDs,AAA,0.01 - 0.28,0.28
400. DSP Equity Savings Fund - Direct Plan
HDFC Bank 95-D 21/10/2019,Fixed Deposits,Unrated,0.00 - 3.03,3.03
8.15% State Bank of India,Bonds,AA+,1.71 - 2.63,2.57
8.85% HDFC Bank 2099,Bonds,AA+,1.65 - 2.48,2.48
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,1.55 - 2.32,2.32
HDFC Bank 95-D 22/11/2019,Fixed Deposits,Unrated,0.00 - 2.01,2.01
9.02% REC 2022,Bonds,AAA,1.00 - 1.59,1.59
7.6% Bajaj Finance 2021,Debenture,AAA,1.09 - 1.93,1.37
9.3% Export-Import Bank 2022,Bonds,AAA,0.00 - 1.04,1.04
7.24% IRFC 2021,Bonds,AAA,0.00 - 1.02,1.02
HDFC Bank 92-D 08/11/2019,Fixed Deposits,Unrated,0.00 - 1.01,1.01
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,0.66 - 0.99,0.99
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.66 - 0.97,0.97
8.81% SIDBI 2022,Debenture,AAA,0.00 - 0.52,0.52
8.7% Power Finance Corp. 2020,Bonds,AAA,0.35 - 0.51,0.51
8.3% GAIL 2025,Bonds,AAA,0.34 - 0.51,0.51
HDFC Bank 186-D 11/10/2019,Fixed Deposits,Unrated,0.00 - 0.51,0.51
Federal Bank 186-D 11/10/2019,Fixed Deposits,Unrated,0.00 - 0.49,0.49
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,0.17 - 0.25,0.25
6.83% Power Finance Corp. 2020,Bonds,AAA,0.13 - 0.20,0.20
7.69% M&M Financial Services 2020,Debenture,AAA,0.10 - 0.15,0.15
6.83% REC 2020,Debenture,AAA,0.07 - 0.35,0.10
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
401. DSP Equity Savings Fund - Regular Plan
HDFC Bank 95-D 21/10/2019,Fixed Deposits,Unrated,0.00 - 3.03,3.03
8.15% State Bank of India,Bonds,AA+,1.71 - 2.63,2.57
8.85% HDFC Bank 2099,Bonds,AA+,1.65 - 2.48,2.48
8.3% SBI Cards & Payments Services 2023,Bonds/Debentures,AAA,1.55 - 2.32,2.32
HDFC Bank 95-D 22/11/2019,Fixed Deposits,Unrated,0.00 - 2.01,2.01
9.02% REC 2022,Bonds,AAA,1.00 - 1.59,1.59
7.6% Bajaj Finance 2021,Debenture,AAA,1.09 - 1.93,1.37
9.3% Export-Import Bank 2022,Bonds,AAA,0.00 - 1.04,1.04
7.24% IRFC 2021,Bonds,AAA,0.00 - 1.02,1.02
HDFC Bank 92-D 08/11/2019,Fixed Deposits,Unrated,0.00 - 1.01,1.01
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,0.66 - 0.99,0.99
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.66 - 0.97,0.97
8.81% SIDBI 2022,Debenture,AAA,0.00 - 0.52,0.52
8.7% Power Finance Corp. 2020,Bonds,AAA,0.35 - 0.51,0.51
8.3% GAIL 2025,Bonds,AAA,0.34 - 0.51,0.51
HDFC Bank 186-D 11/10/2019,Fixed Deposits,Unrated,0.00 - 0.51,0.51
Federal Bank 186-D 11/10/2019,Fixed Deposits,Unrated,0.00 - 0.49,0.49
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,0.17 - 0.25,0.25
6.83% Power Finance Corp. 2020,Bonds,AAA,0.13 - 0.20,0.20
7.69% M&M Financial Services 2020,Debenture,AAA,0.10 - 0.15,0.15
6.83% REC 2020,Debenture,AAA,0.07 - 0.35,0.10
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
458. DSP Regular Savings Fund
KKR India Financial Services 2021,Debenture,AA+,8.17 - 11.96,11.96
HPCL 2024,Debenture,AAA,0.00 - 8.12,8.12
8.15% State Bank of India,Bonds,AA+,6.13 - 8.96,6.48
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 6.39,6.39
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 6.06,6.06
8.32% Power Grid Corporation 2025,Bonds,AAA,3.09 - 4.45,4.45
8.35% REC 2022,Debenture,AAA,0.00 - 4.30,4.30
8.93% Power Grid Corporation 2021,Bonds,AAA,0.00 - 4.09,4.09
9.1% East-North Interconnection Company 2023,Debenture,AAA,2.96 - 4.38,4.03
6.72% NTPC 2021,Bonds,AAA,0.00 - 3.50,3.50
8.3% GAIL 2024,Bonds,AAA,1.55 - 2.16,2.16
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 2.14,2.14
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 2.14,2.14
7.5% Power Finance Corp. 2021,Debenture,AAA,0.00 - 8.50,2.04
6.99% SIDBI 2022,Bonds/NCDs,AAA,0.00 - 2.04,2.04
9.38% Export-Import Bank 2021,Bonds,AAA,0.00 - 2.16,1.99
8.49% NTPC 2025,Bonds/NCDs,AAA,0.67 - 0.95,0.95
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
459. DSP Regular Savings Fund - Direct Plan
KKR India Financial Services 2021,Debenture,AA+,8.17 - 11.96,11.96
HPCL 2024,Debenture,AAA,0.00 - 8.12,8.12
8.15% State Bank of India,Bonds,AA+,6.13 - 8.96,6.48
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 6.39,6.39
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 6.06,6.06
8.32% Power Grid Corporation 2025,Bonds,AAA,3.09 - 4.45,4.45
8.35% REC 2022,Debenture,AAA,0.00 - 4.30,4.30
8.93% Power Grid Corporation 2021,Bonds,AAA,0.00 - 4.09,4.09
9.1% East-North Interconnection Company 2023,Debenture,AAA,2.96 - 4.38,4.03
6.72% NTPC 2021,Bonds,AAA,0.00 - 3.50,3.50
8.3% GAIL 2024,Bonds,AAA,1.55 - 2.16,2.16
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 2.14,2.14
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 2.14,2.14
7.5% Power Finance Corp. 2021,Debenture,AAA,0.00 - 8.50,2.04
6.99% SIDBI 2022,Bonds/NCDs,AAA,0.00 - 2.04,2.04
9.38% Export-Import Bank 2021,Bonds,AAA,0.00 - 2.16,1.99
8.49% NTPC 2025,Bonds/NCDs,AAA,0.67 - 0.95,0.95
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
468. Edelweiss Arbitrage Fund - Direct Plan
Reliance Jio Infocomm 60-D 01/10/2019,Commercial Paper,A1+,0.00 - 3.89,3.89
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.08,3.08
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.56,2.53
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 2.45,2.45
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.64,1.64
6.75% Federal Bank 2020,Fixed Deposits,-,0.00 - 1.30,1.30
6.9% Federal Bank 2020,Fixed Deposits,-,0.00 - 1.30,1.30
HDFC 363-D 26/11/2019,Commercial Paper,A1+,0.00 - 1.30,1.29
7.6% RBL Bank 2020,Fixed Deposits,-,0.00 - 0.76,0.67
7.5% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.91,0.67
7.5% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.76,0.65
7.05% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.65
7.05% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.65,0.65
7.5% Federal Bank 2019,Fixed Deposits,-,0.00 - 0.88,0.65
7.5% Federal Bank 2019,Fixed Deposits,-,0.00 - 0.88,0.65
7% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.65,0.65
7% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.65,0.65
7.3% AU Small Finance Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.65
7.4% RBL Bank 2020,Fixed Deposits,-,0.00 - 0.73,0.62
7.35% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.64,0.62
7.5% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.61,0.52
7.7% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.52,0.44
6.65% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.39,0.39
7.5% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.46,0.39
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,0.00 - 0.39,0.39
469. Edelweiss Arbitrage Fund - Regular Plan
Reliance Jio Infocomm 60-D 01/10/2019,Commercial Paper,A1+,0.00 - 3.89,3.89
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.08,3.08
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.56,2.53
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 2.45,2.45
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.64,1.64
6.75% Federal Bank 2020,Fixed Deposits,-,0.00 - 1.30,1.30
6.9% Federal Bank 2020,Fixed Deposits,-,0.00 - 1.30,1.30
HDFC 363-D 26/11/2019,Commercial Paper,A1+,0.00 - 1.30,1.29
7.6% RBL Bank 2020,Fixed Deposits,-,0.00 - 0.76,0.67
7.5% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.91,0.67
7.5% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.76,0.65
7.05% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.65
7.05% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.65,0.65
7.5% Federal Bank 2019,Fixed Deposits,-,0.00 - 0.88,0.65
7.5% Federal Bank 2019,Fixed Deposits,-,0.00 - 0.88,0.65
7% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.65,0.65
7% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.65,0.65
7.3% AU Small Finance Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.65
7.4% RBL Bank 2020,Fixed Deposits,-,0.00 - 0.73,0.62
7.35% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.64,0.62
7.5% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.61,0.52
7.7% IDFC First Bank 2020,Fixed Deposits,-,0.00 - 0.52,0.44
6.65% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.39,0.39
7.5% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.46,0.39
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,0.00 - 0.39,0.39
470. Edelweiss Balanced Advantage Fund - Direct Plan
HDFC 163-D 31/10/2019,Commercial Paper,A1+,0.00 - 6.57,6.56
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.46,3.45
Reliance Jio Infocomm 91-D 18/11/2019,Commercial Paper,A1+,0.00 - 3.45,3.44
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 2.96,2.95
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 1.95,1.78
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 1.76,1.75
6.9% Federal Bank 2020,Fixed Deposits,-,0.00 - 1.40,1.39
5.75% HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.73,0.73
6.5% IDFC First Bank 2019,Fixed Deposits,-,0.00 - 0.70,0.69
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 0.70,0.35
471. Edelweiss Balanced Advantage Fund - Regular Plan
HDFC 163-D 31/10/2019,Commercial Paper,A1+,0.00 - 6.57,6.56
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.46,3.45
Reliance Jio Infocomm 91-D 18/11/2019,Commercial Paper,A1+,0.00 - 3.45,3.44
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 2.96,2.95
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 1.95,1.78
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 1.76,1.75
6.9% Federal Bank 2020,Fixed Deposits,-,0.00 - 1.40,1.39
5.75% HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.73,0.73
6.5% IDFC First Bank 2019,Fixed Deposits,-,0.00 - 0.70,0.69
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 0.70,0.35
479. Edelweiss Equity Savings Fund - Direct Plan
HDFC 163-D 31/10/2019,Commercial Paper,A1+,0.00 - 4.41,4.41
7.15% HDFC Bank 2020,Fixed Deposits,-,0.00 - 4.38,4.38
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 4.19,4.19
6.65% Federal Bank 2020,Fixed Deposits,-,0.00 - 2.66,2.66
7.55% IDFC First Bank 2019,Fixed Deposits,-,0.00 - 1.86,1.86
6.25% HDFC Bank 2019,Fixed Deposits,-,0.00 - 1.33,1.33
7.3% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.33,1.33
7.25% AU Small Finance Bank 2020,Fixed Deposits,-,0.00 - 1.33,1.33
7% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.93
480. Edelweiss Equity Savings Fund - Regular Plan
HDFC 163-D 31/10/2019,Commercial Paper,A1+,0.00 - 4.41,4.41
7.15% HDFC Bank 2020,Fixed Deposits,-,0.00 - 4.38,4.38
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 4.19,4.19
6.65% Federal Bank 2020,Fixed Deposits,-,0.00 - 2.66,2.66
7.55% IDFC First Bank 2019,Fixed Deposits,-,0.00 - 1.86,1.86
6.25% HDFC Bank 2019,Fixed Deposits,-,0.00 - 1.33,1.33
7.3% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.33,1.33
7.25% AU Small Finance Bank 2020,Fixed Deposits,-,0.00 - 1.33,1.33
7% Federal Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.93
497. Essel Equity Hybrid Fund - Direct Plan
HDFC 330-D 07/02/2020,Commercial Paper,A1+,0.00 - 9.38,9.38
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.98,4.98
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 3.00,3.00
AU Small Finance Bank 2020,Certificate of Deposit,A1+,0.00 - 1.62,1.62
7.48% LIC Housing Fin. 2022,Bonds,AAA,0.00 - 1.25,1.25
8.85% Power Grid Corporation 2019,Bonds,AAA,0.00 - 0.63,0.63
7.4% Power Finance Corp. 2021,Bonds,AAA,0.31 - 0.42,0.42
9.6% Tata Capital Housing Finance 2019,Debenture,AAA,0.16 - 0.21,0.21
498. Essel Equity Hybrid Fund - Regular Plan
HDFC 330-D 07/02/2020,Commercial Paper,A1+,0.00 - 9.38,9.38
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.98,4.98
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 3.00,3.00
AU Small Finance Bank 2020,Certificate of Deposit,A1+,0.00 - 1.62,1.62
7.48% LIC Housing Fin. 2022,Bonds,AAA,0.00 - 1.25,1.25
8.85% Power Grid Corporation 2019,Bonds,AAA,0.00 - 0.63,0.63
7.4% Power Finance Corp. 2021,Bonds,AAA,0.31 - 0.42,0.42
9.6% Tata Capital Housing Finance 2019,Debenture,AAA,0.16 - 0.21,0.21
499. Essel Regular Savings Fund
9.6% Tata Capital Housing Finance 2019,Debenture,AAA,9.91 - 11.70,11.68
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 11.58,11.58
8.36% REC 2020,Debenture,AAA,8.74 - 10.48,10.48
7.4% Power Finance Corp. 2021,Bonds,AAA,8.47 - 10.37,10.37
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 9.03,9.03
8.7% HDFC 2020,Debenture,AAA,0.00 - 7.91,7.90
AU Small Finance Bank 2020,Certificate of Deposit,A1+,0.00 - 7.57,7.57
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
500. Essel Regular Savings Fund - Direct Plan
9.6% Tata Capital Housing Finance 2019,Debenture,AAA,9.91 - 11.70,11.68
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 11.58,11.58
8.36% REC 2020,Debenture,AAA,8.74 - 10.48,10.48
7.4% Power Finance Corp. 2021,Bonds,AAA,8.47 - 10.37,10.37
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 9.03,9.03
8.7% HDFC 2020,Debenture,AAA,0.00 - 7.91,7.90
AU Small Finance Bank 2020,Certificate of Deposit,A1+,0.00 - 7.57,7.57
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
509. Franklin India Debt Hybrid Fund
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,-,0.00 - 9.70,9.70
8.6% Export-Import Bank 2099,Bonds,-,0.00 - 8.05,8.05
9% State Bank of India 2021,Bonds,-,0.00 - 6.51,6.51
8.4% Edelweiss Rural & Corporate Services 2020,Debenture,-,0.00 - 6.44,6.44
9.25% Power Finance Corp. 2024,Non Convertible Debenture,-,0.00 - 6.38,6.38
9.48% Tata Power 2019,Non Convertible Debenture,-,0.00 - 5.19,5.19
8.8% REC 2029,Debenture,-,0.00 - 3.33,3.33
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 3.26,3.26
9.55% Andhra Bank 2019,Bonds,-,0.00 - 3.23,3.23
9.15% Tata Steel 2021,Debenture,-,0.00 - 3.22,3.22
7.33% IRFC 2027,Debenture,-,0.00 - 2.86,2.86
9.55% Hindalco Inds. 2022,Bonds/NCDs,-,0.00 - 2.34,2.34
8.85% Power Finance Corp. 2029,Bonds/NCDs,-,0.00 - 2.18,2.18
8.85% REC 2029,Non Convertible Debenture,-,0.00 - 2.00,2.00
8.97% REC 2029,Non Convertible Debenture,-,0.00 - 6.01,1.83
9.45% Vedanta 2020,Debenture,-,0.00 - 1.62,1.62
10.25% Yes Bank 2099,Bonds,-,0.00 - 1.60,1.60
8.8% JM Financial Products 2020,Bonds/Debentures,-,0.00 - 1.58,1.58
7.26% GOI 2029,GOI Securities,SOV,0.00 - 9.31,0.34
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.34,0.34
510. Franklin India Debt Hybrid Fund - Direct Plan
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,-,0.00 - 9.70,9.70
8.6% Export-Import Bank 2099,Bonds,-,0.00 - 8.05,8.05
9% State Bank of India 2021,Bonds,-,0.00 - 6.51,6.51
8.4% Edelweiss Rural & Corporate Services 2020,Debenture,-,0.00 - 6.44,6.44
9.25% Power Finance Corp. 2024,Non Convertible Debenture,-,0.00 - 6.38,6.38
9.48% Tata Power 2019,Non Convertible Debenture,-,0.00 - 5.19,5.19
8.8% REC 2029,Debenture,-,0.00 - 3.33,3.33
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 3.26,3.26
9.55% Andhra Bank 2019,Bonds,-,0.00 - 3.23,3.23
9.15% Tata Steel 2021,Debenture,-,0.00 - 3.22,3.22
7.33% IRFC 2027,Debenture,-,0.00 - 2.86,2.86
9.55% Hindalco Inds. 2022,Bonds/NCDs,-,0.00 - 2.34,2.34
8.85% Power Finance Corp. 2029,Bonds/NCDs,-,0.00 - 2.18,2.18
8.85% REC 2029,Non Convertible Debenture,-,0.00 - 2.00,2.00
8.97% REC 2029,Non Convertible Debenture,-,0.00 - 6.01,1.83
9.45% Vedanta 2020,Debenture,-,0.00 - 1.62,1.62
10.25% Yes Bank 2099,Bonds,-,0.00 - 1.60,1.60
8.8% JM Financial Products 2020,Bonds/Debentures,-,0.00 - 1.58,1.58
7.26% GOI 2029,GOI Securities,SOV,0.00 - 9.31,0.34
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.34,0.34
513. Franklin India Equity Hybrid Fund
8.6% Export-Import Bank 2099,Bonds,-,0.00 - 4.86,4.86
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 3.82,3.82
12.4% Hinduja Leyland Finance 2019,Debenture,-,0.00 - 4.60,2.72
9% Indostar Capital Finance 2023,Debenture,-,0.00 - 2.44,2.44
9% State Bank of India 2021,Bonds,-,0.00 - 1.91,1.91
9.45% Vedanta 2020,Debenture,-,0.00 - 1.62,1.62
9.35% REC 2022,Bonds,-,0.00 - 1.41,1.41
Indostar Capital Finance 2021,Debenture,-,0.00 - 1.36,1.36
10.25% JM Fin Asset Reconstruction co 2021,Debenture,-,0.00 - 1.29,1.29
7.33% IRFC 2027,Debenture,-,0.00 - 1.12,1.12
KKR India Financial Services 2021,Debenture,-,0.00 - 0.94,0.94
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.84,0.84
9.55% Andhra Bank 2019,Bonds,-,0.00 - 0.76,0.76
8.85% Power Finance Corp. 2029,Bonds/NCDs,-,0.00 - 0.34,0.34
8.85% REC 2029,Non Convertible Debenture,-,0.00 - 0.34,0.34
7.26% GOI 2029,GOI Securities,SOV,0.00 - 1.50,0.28
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,-,0.00 - 0.27,0.27
8.97% REC 2029,Non Convertible Debenture,-,0.00 - 1.27,0.17
8.8% REC 2029,Debenture,-,0.00 - 0.17,0.17
8.8% JM Financial Products 2020,Bonds/Debentures,-,0.00 - 0.11,0.11
10.99% Andhra Bank 2050,Bonds,-,0.00 - 0.04,0.04
514. Franklin India Equity Hybrid Fund - Direct Plan
8.6% Export-Import Bank 2099,Bonds,-,0.00 - 4.86,4.86
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 3.82,3.82
12.4% Hinduja Leyland Finance 2019,Debenture,-,0.00 - 4.60,2.72
9% Indostar Capital Finance 2023,Debenture,-,0.00 - 2.44,2.44
9% State Bank of India 2021,Bonds,-,0.00 - 1.91,1.91
9.45% Vedanta 2020,Debenture,-,0.00 - 1.62,1.62
9.35% REC 2022,Bonds,-,0.00 - 1.41,1.41
Indostar Capital Finance 2021,Debenture,-,0.00 - 1.36,1.36
10.25% JM Fin Asset Reconstruction co 2021,Debenture,-,0.00 - 1.29,1.29
7.33% IRFC 2027,Debenture,-,0.00 - 1.12,1.12
KKR India Financial Services 2021,Debenture,-,0.00 - 0.94,0.94
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.84,0.84
9.55% Andhra Bank 2019,Bonds,-,0.00 - 0.76,0.76
8.85% Power Finance Corp. 2029,Bonds/NCDs,-,0.00 - 0.34,0.34
8.85% REC 2029,Non Convertible Debenture,-,0.00 - 0.34,0.34
7.26% GOI 2029,GOI Securities,SOV,0.00 - 1.50,0.28
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,-,0.00 - 0.27,0.27
8.97% REC 2029,Non Convertible Debenture,-,0.00 - 1.27,0.17
8.8% REC 2029,Debenture,-,0.00 - 0.17,0.17
8.8% JM Financial Products 2020,Bonds/Debentures,-,0.00 - 0.11,0.11
10.99% Andhra Bank 2050,Bonds,-,0.00 - 0.04,0.04
515. Franklin India Equity Savings Fund - Direct Plan
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 4.06,3.64
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 3.64,3.64
8.8% JM Financial Products 2020,Bonds/Debentures,AA,0.00 - 3.27,2.82
8.85% REC 2029,Non Convertible Debenture,AAA,0.00 - 1.87,1.87
9.45% Vedanta 2020,Debenture,AA,0.00 - 1.45,1.45
516. Franklin India Equity Savings Fund - Regular Plan
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 4.06,3.64
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 3.64,3.64
8.8% JM Financial Products 2020,Bonds/Debentures,AA,0.00 - 3.27,2.82
8.85% REC 2029,Non Convertible Debenture,AAA,0.00 - 1.87,1.87
9.45% Vedanta 2020,Debenture,AA,0.00 - 1.45,1.45
575. Franklin India Pension Fund
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,-,0.00 - 9.03,9.03
9% State Bank of India 2021,Bonds,-,0.00 - 5.68,5.68
9.45% Vedanta 2020,Debenture,-,0.00 - 4.74,4.74
8.4% Edelweiss Rural & Corporate Services 2020,Debenture,-,0.00 - 4.50,4.50
12.4% Hinduja Leyland Finance 2019,Debenture,-,0.00 - 4.56,4.37
KKR India Financial Services 2021,Debenture,-,0.00 - 3.90,3.90
8.8% REC 2029,Debenture,-,0.00 - 3.48,3.48
9.25% Reliance Jio Infocomm 2024,Debenture,-,0.00 - 3.42,3.42
9.15% Tata Steel 2021,Debenture,-,0.00 - 3.39,3.38
8.6% Export-Import Bank 2099,Bonds,-,0.00 - 3.37,3.37
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 2.27,2.27
9.15% ICICI Bank,Debenture,-,0.00 - 2.27,2.27
7.33% IRFC 2027,Debenture,-,0.00 - 2.22,2.22
9.48% Tata Power 2019,Non Convertible Debenture,-,0.00 - 2.04,2.04
