Company,Instrument,Credit Rating,1Y Range,% Assets
7.73% Power Finance Corp. 2021,Debenture,AAA,7.28 - 7.82,7.28
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,7.27 - 7.81,7.27
LIC Housing Fin. 2021,Debenture,AAA,5.88 - 5.92,5.92
7.52% SIDBI 2021,Bonds/NCDs,AAA,3.96 - 4.24,3.96
8.1437% Sundaram Finance 2021,Debenture,AAA,3.14 - 3.33,3.14
8.05% Power Finance Corp. 2021,Debenture,AAA,3.13 - 3.37,3.13
7.65% SIDBI 2021,Debenture,AAA,3.13 - 3.35,3.13
SIDBI 2020,Debenture,A1+,0.00 - 1.48,1.47
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.82,0.82
7.57% LIC Housing Fin. 2021,Debenture,AAA,0.73 - 0.77,0.73
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.59,0.58
6.99% REC 2020,Debenture,AAA,0.50 - 0.53,0.50
8.55% Jammu & Kashmir State 2021,State Development Loan,SOV,0.43 - 0.46,0.43
7.7% REC 2021,Bonds/NCDs,AAA,0.29 - 0.31,0.29
25. Aditya Birla Sun Life Fixed Term Plan - Series OZ (1187 Days) - Regular Plan
Kotak Mahindra Prime 2021,Debenture,AAA,11.60 - 11.75,11.75
7.96% Sundaram Finance 2021,Debenture,AAA,10.31 - 10.90,10.31
7.73% Power Finance Corp. 2021,Debenture,AAA,10.28 - 11.02,10.28
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.27 - 11.00,10.27
7.7% REC 2021,Bonds/NCDs,AAA,10.00 - 10.75,10.00
7.52% SIDBI 2021,Bonds/NCDs,AAA,9.92 - 10.61,9.92
7.68% HUDCO 2021,Debenture,AAA,9.54 - 10.20,9.54
7.88% LIC Housing Fin. 2021,Bonds/NCDs,AAA,9.53 - 10.17,9.53
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,6.43 - 6.95,6.43
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.28,2.25
7.65% IRFC 2021,Debenture,AAA,0.41 - 1.70,1.61
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 1.47,1.45
7.57% LIC Housing Fin. 2021,Debenture,AAA,1.03 - 1.09,1.03
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.40,0.38
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.31,0.31
8.36% Power Finance Corp. 2020,Bonds,AAA,0.04 - 0.04,0.04
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.04,0.04
26. Aditya Birla Sun Life Fixed Term Plan - Series PA (1177 Days) - Regular Plan
8.55% Jammu & Kashmir State 2021,State Development Loan,SOV,27.65 - 29.86,27.65
Kotak Mahindra Prime 2021,Debenture,AAA,11.68 - 11.84,11.84
7.88% LIC Housing Fin. 2021,Bonds/NCDs,AAA,10.37 - 11.06,10.37
7.73% Power Finance Corp. 2021,Debenture,AAA,10.35 - 11.09,10.35
7.7% REC 2021,Bonds/NCDs,AAA,8.00 - 8.59,8.00
7.52% SIDBI 2021,Bonds/NCDs,AAA,7.27 - 7.76,7.27
7.85% Tata Sons 2021,Privately Placed Debts,AAA,5.13 - 5.51,5.13
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,3.55 - 3.59,3.59
7.96% Sundaram Finance 2021,Debenture,AAA,3.46 - 3.66,3.46
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 3.52,3.43
8.25% Tata Sons 2021,Debenture,AAA,1.72 - 1.85,1.72
7.65% IRFC 2021,Debenture,AAA,1.48 - 1.65,1.56
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.18,1.18
SIDBI 2020,Debenture,A1+,0.00 - 0.62,0.62
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.37,0.37
27. Aditya Birla Sun Life Fixed Term Plan - Series PB (1190 Days) - Regular Plan
8.52% Punjab State 2021,State Development Loan,SOV,15.76 - 17.00,15.76
Axis Finance 2021,Debenture,AAA,10.86 - 10.99,10.99
7.73% Power Finance Corp. 2021,Debenture,AAA,10.19 - 10.91,10.19
7.6% REC 2021,Bonds/NCDs,AAA,9.63 - 10.33,9.63
8.39% Punjab State 2021,State Development Loan,SOV,9.31 - 10.05,9.31
8.25% Tata Sons 2021,Debenture,AAA,7.88 - 8.46,7.88
7.57% LIC Housing Fin. 2021,Debenture,AAA,6.49 - 6.89,6.49
7.52% SIDBI 2021,Bonds/NCDs,AAA,5.11 - 5.45,5.11
7.88% LIC Housing Fin. 2021,Bonds/NCDs,AAA,3.52 - 3.75,3.52
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,3.18 - 3.21,3.21
Tata Sons 2021,Debenture,AAA,2.99 - 3.01,3.00
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 2.68,2.62
7.73% HUDCO 2021,Debenture,AAA,1.77 - 1.88,1.77
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 1.57,1.55
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,1.50 - 1.61,1.50
8.1437% Sundaram Finance 2021,Debenture,AAA,1.40 - 1.48,1.40
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.77,0.77
7.7% REC 2021,Bonds/NCDs,AAA,0.74 - 0.79,0.74
Kotak Mahindra Prime 2021,Debenture,AAA,0.59 - 0.60,0.60
SIDBI 2020,Debenture,A1+,0.00 - 0.58,0.58
8.13% Power Grid Corporation 2021,Debenture,AAA,0.18 - 0.19,0.18
7.65% IRFC 2021,Debenture,AAA,0.00 - 0.09,0.09
28. Aditya Birla Sun Life Fixed Term Plan - Series PC (1169 Days) - Regular Plan
Tata Sons 2021,Debenture,AAA,11.87 - 11.91,11.90
8.1437% Sundaram Finance 2021,Debenture,AAA,10.63 - 11.25,10.63
7.73% Power Finance Corp. 2021,Debenture,AAA,10.44 - 11.19,10.44
7.6% REC 2021,Bonds/NCDs,AAA,10.41 - 11.17,10.41
7.57% LIC Housing Fin. 2021,Debenture,AAA,9.35 - 9.94,9.35
7.73% HUDCO 2021,Debenture,AAA,8.78 - 9.36,8.78
7.65% IRFC 2021,Debenture,AAA,7.62 - 8.06,7.62
8.51% Kerala State 2021,State Development Loan,SOV,4.41 - 4.76,4.41
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,3.84 - 3.87,3.87
8.36% Gujarat State 2021,State Development Loan,SOV,3.34 - 3.60,3.34
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,3.14 - 3.39,3.14
8.55% Jammu & Kashmir State 2021,State Development Loan,SOV,2.90 - 3.13,2.90
7.52% SIDBI 2021,Bonds/NCDs,AAA,2.62 - 2.80,2.62
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 1.60,1.57
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.11,1.10
Axis Finance 2021,Debenture,AAA,1.03 - 1.04,1.04
7.7% REC 2021,Bonds/NCDs,AAA,0.60 - 0.64,0.60
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.45,0.45
SIDBI 2020,Debenture,A1+,0.00 - 0.44,0.44
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.14 - 0.15,0.14
8.75% HDFC 2021,Debenture,AAA,0.13 - 0.14,0.13
6.99% REC 2020,Debenture,AAA,0.13 - 0.14,0.13
29. Aditya Birla Sun Life Fixed Term Plan - Series PD (1177 Days) - Regular Plan
Tata Sons 2021,Debenture,AAA,11.41 - 11.46,11.45
7.65% IRFC 2021,Debenture,AAA,10.55 - 11.27,10.55
8.1437% Sundaram Finance 2021,Debenture,AAA,10.54 - 11.16,10.54
7.73% Power Finance Corp. 2021,Debenture,AAA,10.48 - 11.23,10.48
7.73% HUDCO 2021,Debenture,AAA,8.78 - 9.34,8.78
8.75% LIC Housing Fin. 2021,Debenture,AAA,8.75 - 9.39,8.75
7.7% REC 2021,Bonds/NCDs,AAA,7.04 - 7.57,7.04
8.55% Jammu & Kashmir State 2021,State Development Loan,SOV,6.25 - 6.76,6.25
8.51% Kerala State 2021,State Development Loan,SOV,3.80 - 4.11,3.80
7.6% REC 2021,Bonds/NCDs,AAA,3.26 - 3.50,3.26
8.75% HDFC 2021,Debenture,AAA,2.88 - 3.08,2.88
SIDBI 2020,Debenture,A1+,0.00 - 2.07,2.06
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,2.01 - 2.17,2.01
Axis Finance 2021,Debenture,AAA,1.47 - 1.49,1.49
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 1.29,1.27
8.47% Puducherry State 2021,State Development Loan,SOV,1.12 - 1.21,1.12
7.57% LIC Housing Fin. 2021,Debenture,AAA,1.09 - 1.16,1.09
7.52% SIDBI 2021,Bonds/NCDs,AAA,0.88 - 0.94,0.88
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.57,0.57
6.99% REC 2020,Debenture,AAA,0.52 - 0.56,0.52
30. Aditya Birla Sun Life Fixed Term Plan - Series PE (1159 Days) - Regular Plan
Axis Finance 2021,Debenture,AAA,11.05 - 11.17,11.17
7.65% IRFC 2021,Debenture,AAA,10.71 - 11.33,10.71
7.73% Power Finance Corp. 2021,Debenture,AAA,10.24 - 10.97,10.24
7.7% REC 2021,Bonds/NCDs,AAA,9.99 - 10.74,9.99
8.75% LIC Housing Fin. 2021,Debenture,AAA,9.73 - 10.44,9.73
7.73% HUDCO 2021,Debenture,AAA,8.70 - 9.27,8.70
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,8.47 - 8.54,8.54
7.65% SIDBI 2021,Debenture,AAA,5.14 - 5.49,5.14
8.75% HDFC 2021,Debenture,AAA,4.79 - 5.13,4.79
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,4.43 - 4.79,4.43
Bajaj Finance 2021,Zero Coupon Bonds,AAA,3.95 - 4.01,4.01
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,3.91 - 4.18,3.91
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.12,3.10
6.99% REC 2020,Debenture,AAA,0.51 - 0.54,0.51
SIDBI 2020,Debenture,A1+,0.00 - 0.39,0.39
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.35 - 0.38,0.35
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.22,0.22
31. Aditya Birla Sun Life Fixed Term Plan - Series PF (1148 Days) - Regular Plan
Tata Sons 2021,Debenture,AAA,11.41 - 11.45,11.44
7.65% IRFC 2021,Debenture,AAA,10.53 - 11.14,10.53
7.65% SIDBI 2021,Debenture,AAA,10.50 - 11.22,10.50
8.75% HDFC 2021,Debenture,AAA,10.17 - 10.91,10.17
7.73% Power Finance Corp. 2021,Debenture,AAA,10.04 - 10.76,10.04
7.7% REC 2021,Bonds/NCDs,AAA,10.02 - 10.78,10.02
Bajaj Finance 2021,Zero Coupon Bonds,AAA,9.79 - 9.93,9.93
7.73% HUDCO 2021,Debenture,AAA,8.41 - 8.95,8.41
8.53% Puducherry State 2021,State Development Loan,SOV,4.28 - 4.63,4.28
9.6% LIC Housing Fin. 2021,Debenture,AAA,2.14 - 2.31,2.14
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,2.11 - 2.27,2.11
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 1.70,1.68
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,1.66 - 1.67,1.67
SIDBI 2020,Debenture,A1+,0.00 - 1.09,1.09
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.04,1.03
6.99% REC 2020,Debenture,AAA,0.54 - 0.58,0.54
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.24,0.24
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.17 - 0.18,0.17
32. Aditya Birla Sun Life Fixed Term Plan - Series PG (1148 Days) - Regular Plan
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.85 - 11.95,11.95
Tata Sons 2021,Debenture,AAA,11.87 - 11.92,11.90
LIC Housing Fin. 2021,Debenture,AAA,11.79 - 11.89,11.89
7.65% IRFC 2021,Debenture,AAA,10.52 - 11.24,10.52
7.73% Power Finance Corp. 2021,Debenture,AAA,10.44 - 11.20,10.44
7.7% REC 2021,Bonds/NCDs,AAA,10.43 - 11.22,10.43
7.73% HUDCO 2021,Debenture,AAA,8.75 - 9.32,8.75
8.48% Assam State 2021,State Development Loan,SOV,4.41 - 4.77,4.41
7.65% SIDBI 2021,Debenture,AAA,4.37 - 4.67,4.37
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,4.32 - 4.62,4.32
HDB Financial Services 2021,Debenture,AAA,3.91 - 3.95,3.95
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 2.03,1.99
6.99% REC 2020,Debenture,AAA,0.50 - 0.53,0.50
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.45 - 0.49,0.45
7.52% SIDBI 2021,Bonds/NCDs,AAA,0.22 - 0.23,0.22
SIDBI 2020,Debenture,A1+,0.00 - 0.21,0.21
33. Aditya Birla Sun Life Fixed Term Plan - Series PH (1143 Days) - Regular Plan
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.82 - 11.92,11.92
LIC Housing Fin. 2021,Debenture,AAA,11.47 - 11.57,11.57
7.65% IRFC 2021,Debenture,AAA,10.23 - 10.93,10.23
7.7% REC 2021,Bonds/NCDs,AAA,10.15 - 10.91,10.15
7.73% HUDCO 2021,Debenture,AAA,8.51 - 9.06,8.51
Tata Sons 2021,Debenture,AAA,7.70 - 7.73,7.72
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,5.60 - 6.00,5.60
7.73% Power Finance Corp. 2021,Debenture,AAA,5.08 - 5.45,5.08
Bajaj Finance 2021,Zero Coupon Bonds,AAA,4.41 - 4.47,4.47
8.48% Assam State 2021,State Development Loan,SOV,4.04 - 4.37,4.04
7.65% SIDBI 2021,Debenture,AAA,3.97 - 4.24,3.97
HDB Financial Services 2021,Debenture,AAA,3.80 - 3.84,3.84
9.18% Power Finance Corp. 2021,Bonds,AAA,2.88 - 3.12,2.88
7.75% Power Finance Corp. 2021,Debenture,AAA,2.65 - 2.85,2.65
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 1.21,1.19
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.79 - 0.84,0.79
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 0.63,0.62
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.56,0.56
6.99% REC 2020,Debenture,AAA,0.56 - 0.60,0.56
34. Aditya Birla Sun Life Fixed Term Plan - Series PI (1140 Days) - Regular Plan
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.91 - 12.00,12.00
LIC Housing Fin. 2021,Debenture,AAA,11.88 - 11.97,11.97
7.65% IRFC 2021,Debenture,AAA,10.96 - 11.61,10.96
7.75% Power Finance Corp. 2021,Debenture,AAA,10.51 - 11.28,10.51
7.7% REC 2021,Bonds/NCDs,AAA,10.50 - 11.30,10.50
HDB Financial Services 2021,Debenture,AAA,8.85 - 8.95,8.95
7.73% HUDCO 2021,Debenture,AAA,8.45 - 9.01,8.45
Axis Finance 2021,Debenture,AAA,7.09 - 7.16,7.16
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,5.22 - 5.59,5.22
8.48% Assam State 2021,State Development Loan,SOV,4.31 - 4.65,4.31
7.65% SIDBI 2021,Debenture,AAA,3.17 - 3.39,3.17
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 1.54,1.47
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.52 - 0.56,0.52
6.99% REC 2020,Debenture,AAA,0.52 - 0.56,0.52
SIDBI 2020,Debenture,A1+,0.00 - 0.37,0.37
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.31,0.31
35. Aditya Birla Sun Life Fixed Term Plan - Series PJ (1135 Days) - Regular Plan
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,12.21 - 12.32,12.32
LIC Housing Fin. 2021,Debenture,AAA,11.74 - 11.84,11.84
7.65% IRFC 2021,Debenture,AAA,11.30 - 11.95,11.30
7.75% Power Finance Corp. 2021,Debenture,AAA,10.83 - 11.61,10.83
7.7% REC 2021,Bonds/NCDs,AAA,10.81 - 11.63,10.81
8.25% Tata Sons 2021,Debenture,AAA,10.78 - 11.61,10.78
7.73% HUDCO 2021,Debenture,AAA,10.66 - 11.36,10.66
7.65% SIDBI 2021,Debenture,AAA,5.22 - 5.58,5.22
HDB Financial Services 2021,Debenture,AAA,3.89 - 3.93,3.93
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,2.24 - 2.40,2.24
8.48% Assam State 2021,State Development Loan,SOV,2.22 - 2.39,2.22
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 2.26,2.17
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 0.68,0.66
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.51,0.50
6.99% REC 2020,Debenture,AAA,0.30 - 0.32,0.30
SIDBI 2020,Debenture,A1+,0.00 - 0.16,0.16
36. Aditya Birla Sun Life Fixed Term Plan - Series PK (1132 Days) - Regular Plan
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.94 - 12.05,12.05
LIC Housing Fin. 2021,Debenture,AAA,11.93 - 12.04,12.04
7.52% SIDBI 2021,Bonds/NCDs,AAA,10.60 - 11.32,10.60
7.73% HUDCO 2021,Debenture,AAA,10.21 - 10.87,10.21
7.6% REC 2021,Bonds/NCDs,AAA,10.13 - 10.87,10.13
Bajaj Finance 2021,Zero Coupon Bonds,AAA,6.69 - 6.78,6.78
7.75% Power Finance Corp. 2021,Debenture,AAA,6.57 - 7.03,6.57
7.65% IRFC 2021,Debenture,AAA,6.14 - 6.56,6.14
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 5.68,5.57
8.25% Tata Sons 2021,Debenture,AAA,5.06 - 5.44,5.06
7.64% Punjab State 2021,State Development Loan,SOV,4.12 - 4.41,4.12
Axis Finance 2021,Debenture,AAA,2.06 - 2.08,2.08
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 1.61,1.60
HDB Financial Services 2021,Debenture,AAA,1.14 - 1.15,1.15
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.61 - 0.65,0.61
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.52,0.51
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.49 - 0.52,0.49
6.99% REC 2020,Debenture,AAA,0.30 - 0.32,0.30
7.7% REC 2021,Bonds/NCDs,AAA,0.12 - 0.13,0.12
SIDBI 2020,Debenture,A1+,0.00 - 0.08,0.08
37. Aditya Birla Sun Life Fixed Term Plan - Series PM (1141 Days) - Regular Plan
9% M&M Financial Services 2021,Debenture,AAA,10.15 - 10.56,10.15
JM Financial Products 2021,Debenture,AA,9.69 - 9.93,9.80
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,8.94 - 9.60,8.94
8.5% Vedanta 2021,Debenture,AA,8.85 - 9.35,8.85
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,8.72 - 9.42,8.72
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.20,8.20
10.25% Adani Transmission 2021,Debenture,AA+,7.77 - 8.49,7.77
7.7% REC 2021,Bonds/NCDs,AAA,5.08 - 6.27,6.01
8.75% LIC Housing Fin. 2021,Debenture,AAA,0.00 - 4.80,4.69
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 8.22,4.46
8.1437% Sundaram Finance 2021,Debenture,AAA,3.49 - 3.60,3.49
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 3.06,2.99
9.843% IOT Utkal Energy Services 2021,Debenture,AAA,2.39 - 2.56,2.39
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 2.12,2.07
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.90,0.90
SIDBI 2020,Debenture,A1+,0.00 - 0.88,0.88
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 0.24,0.23
38. Aditya Birla Sun Life Fixed Term Plan - Series PN (1135 Days) - Regular Plan
9% M&M Financial Services 2021,Debenture,AAA,6.92 - 10.41,10.15
JM Financial Products 2021,Debenture,AA,9.64 - 9.89,9.76
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,8.86 - 9.57,8.86
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,8.85 - 9.51,8.85
8.5% Vedanta 2021,Debenture,AA,8.76 - 9.26,8.76
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.45,8.45
10.25% Adani Transmission 2021,Debenture,AA+,7.95 - 8.68,7.95
8.75% LIC Housing Fin. 2021,Debenture,AAA,0.00 - 5.56,5.43
8.1437% Sundaram Finance 2021,Debenture,AAA,4.49 - 4.63,4.49
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 8.13,4.43
9.843% IOT Utkal Energy Services 2021,Debenture,AAA,3.71 - 3.97,3.71
SIDBI 2020,Debenture,A1+,0.00 - 2.55,2.53
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 2.03,1.97
9.843% IOT Utkal Energy Services 2021,Debenture,AAA,1.84 - 1.97,1.84
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 1.49,1.43
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.17,0.17
39. Aditya Birla Sun Life Fixed Term Plan - Series PO (1140 Days) - Regular Plan
7.64% Punjab State 2021,State Development Loan,SOV,26.06 - 27.96,26.06
LIC Housing Fin. 2021,Debenture,AAA,11.50 - 11.59,11.59
Bajaj Finance 2021,Zero Coupon Bonds,AAA,11.35 - 11.50,11.50
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,11.20 - 11.30,11.30
7.65% IRFC 2021,Debenture,AAA,10.25 - 10.96,10.25
7.7% REC 2021,Bonds/NCDs,AAA,9.61 - 10.34,9.61
7.52% SIDBI 2021,Bonds/NCDs,AAA,6.34 - 6.79,6.34
Axis Finance 2021,Debenture,AAA,3.72 - 3.75,3.75
8.13% Power Grid Corporation 2021,Debenture,AAA,2.51 - 2.69,2.51
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 2.28,2.25
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,1.18 - 1.26,1.18
6.99% REC 2020,Debenture,AAA,0.52 - 0.55,0.52
SIDBI 2020,Debenture,A1+,0.00 - 0.16,0.16
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.05,0.05
40. Aditya Birla Sun Life Fixed Term Plan - Series PR (1134 Days) - Regular Plan
7.62% Odisha State,State Development Loan,SOV,14.43 - 15.49,14.43
7.65% SIDBI 2021,Debenture,AAA,10.25 - 10.96,10.25
7.75% Power Finance Corp. 2021,Debenture,AAA,10.21 - 10.96,10.21
8.1437% Sundaram Finance 2021,Debenture,AAA,10.03 - 10.63,10.03
7.63% HUDCO 2021,Debenture,AAA,8.33 - 8.90,8.33
Axis Finance 2021,Debenture,AAA,7.76 - 7.83,7.83
7.64% Punjab State 2021,State Development Loan,SOV,7.58 - 8.13,7.58
LIC Housing Fin. 2021,Debenture,AAA,6.97 - 7.03,7.03
Bajaj Finance 2021,Zero Coupon Bonds,AAA,5.70 - 5.77,5.77
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,4.03 - 4.07,4.07
7.7% REC 2021,Bonds/NCDs,AAA,2.96 - 3.19,2.96
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.30,2.30
7.65% IRFC 2021,Debenture,AAA,1.91 - 2.05,1.91
8.75% LIC Housing Fin. 2021,Debenture,AAA,1.44 - 1.55,1.44
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.93,0.92
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.76 - 0.81,0.76
6.99% REC 2020,Debenture,AAA,0.12 - 0.13,0.12
SIDBI 2020,Debenture,A1+,0.00 - 0.11,0.11
41. Aditya Birla Sun Life Fixed Term Plan - Series PT (1100 Days) - Regular Plan
7.62% Maharashtra State 2021,State Development Loan,SOV,24.44 - 26.08,24.44
8.51% Andhra Pradesh State 2021,State Development Loan,SOV,16.46 - 17.70,16.46
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,11.20 - 11.94,11.20
7.7% REC 2021,Bonds/NCDs,AAA,10.65 - 11.39,10.65
7.65% SIDBI 2021,Debenture,AAA,9.42 - 10.01,9.42
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,5.70 - 6.06,5.70
8.39% Punjab State 2021,State Development Loan,SOV,5.46 - 5.88,5.46
7.73% HUDCO 2021,Debenture,AAA,4.58 - 4.85,4.58
7.62% Odisha State,State Development Loan,SOV,2.72 - 2.90,2.72
SIDBI 2020,Debenture,A1+,0.00 - 2.43,2.43
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.57,1.55
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.79,0.79
8.36% Power Finance Corp. 2020,Bonds,AAA,0.54 - 0.58,0.54
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 0.27,0.27
42. Aditya Birla Sun Life Fixed Term Plan - Series PU (1463 Days) - Regular Plan
8.21% Rajasthan State 2022,State Development Loan,SOV,35.92 - 38.71,35.92
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 11.76,11.76
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.56,11.56
8.21% Haryana State 2022,State Development Loan,SOV,9.36 - 10.10,9.36
8.25% Tata Sons 2022,Debenture,AAA,9.07 - 9.78,9.07
7.35% BPCL 2022,Bonds,AAA,8.47 - 9.02,8.47
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 2.69,2.61
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,1.95 - 2.11,1.95
9.13% Gujarat State 2022,State Development Loan,SOV,1.92 - 2.07,1.92
9.3% Export-Import Bank 2022,Bonds,AAA,1.92 - 2.06,1.92
8.55% Power Finance Corp. 2021,Bonds,AAA,0.82 - 0.88,0.82
7.47% Power Finance Corp. 2021,Bonds,AAA,0.55 - 10.95,0.55
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.23,0.22
9% Export-Import Bank 2022,Bonds,AAA,0.19 - 0.20,0.19
8.58% HDFC 2022,Debenture,AAA,0.00 - 0.19,0.19
8.4% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.08,0.07
43. Aditya Birla Sun Life Fixed Term Plan - Series PV (1462 Days) - Regular Plan
8.68% Uttar Pradesh State 2022,State Development Loan,SOV,18.73 - 20.22,18.73
8.21% Haryana State 2022,State Development Loan,SOV,15.92 - 17.15,15.92
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 11.61,11.61
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 11.50,11.49
8.21% Rajasthan State 2022,State Development Loan,SOV,9.35 - 10.06,9.35
8.25% Tata Sons 2022,Debenture,AAA,7.71 - 8.31,7.71
8.44% REC 2021,Bonds,AAA,0.00 - 8.09,7.51
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 3.81,3.70
