Company,Instrument,Credit Rating,1Y Range,% Assets
Federal Bank,Term Deposits,-,0.00 - 1.04,1.04
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
557. Kotak Equity Savings Fund - Regular Plan
HDFC Bank,Term Deposits,-,5.48 - 10.74,10.29
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.62,2.62
IDFC First Bank,Term Deposits,-,1.57 - 1.86,1.86
8.75% Axis Bank,Bonds/Debentures,AA+,1.06 - 1.29,1.29
8.75% Axis Bank 2022,Bonds,AA+,1.05 - 1.28,1.28
Federal Bank,Term Deposits,-,0.00 - 1.04,1.04
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0.00
670. L&T Arbitrage Opportunities Fund - Direct Plan
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.12,3.12
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.10,3.10
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.66,0.66
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.66,0.66
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.72,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
671. L&T Arbitrage Opportunities Fund - Regular Plan
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.12,3.12
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.10,3.10
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.66,0.66
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.66,0.66
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.72,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
672. L&T Balanced Advantage Fund
9.5% Export-Import Bank 2023,Bonds,AAA,0.00 - 4.45,4.45
7.42% REC 2020,Bonds,AAA,0.00 - 3.73,3.28
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 2.44,2.44
HDFC Bank 2020,Fixed Deposits,-,0.00 - 2.24,1.96
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.65,1.64
8.15% Power Grid Corporation 2020,Debenture,AAA,0.00 - 0.94,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.37,0.33
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.37,0.33
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.00 - 0.00,0.00
673. L&T Balanced Advantage Fund - Direct Plan
9.5% Export-Import Bank 2023,Bonds,AAA,0.00 - 4.45,4.45
7.42% REC 2020,Bonds,AAA,0.00 - 3.73,3.28
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 2.44,2.44
HDFC Bank 2020,Fixed Deposits,-,0.00 - 2.24,1.96
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.65,1.64
8.15% Power Grid Corporation 2020,Debenture,AAA,0.00 - 0.94,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.37,0.33
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.37,0.33
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.00 - 0.00,0.00
676. L&T Conservative Hybrid Fund
7.59% GOI 2026,GOI Securities,SOV,22.73 - 29.46,29.46
7.37% GOI 2023,GOI Securities,SOV,0.00 - 14.60,14.60
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 7.31,7.31
9.2% ICICI Bank 2050,Bonds,AA+,5.56 - 7.09,7.09
7.14% REC 2021,Bonds,AAA,5.91 - 11.57,7.01
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 7.31,4.31
6% Zee Entertainment 2022,Preference Shares,-,0.01 - 0.02,0.02
677. L&T Conservative Hybrid Fund - Direct Plan
7.59% GOI 2026,GOI Securities,SOV,22.73 - 29.46,29.46
7.37% GOI 2023,GOI Securities,SOV,0.00 - 14.60,14.60
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 7.31,7.31
9.2% ICICI Bank 2050,Bonds,AA+,5.56 - 7.09,7.09
7.14% REC 2021,Bonds,AAA,5.91 - 11.57,7.01
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 7.31,4.31
6% Zee Entertainment 2022,Preference Shares,-,0.01 - 0.02,0.02
681. L&T Equity Savings Fund
HDFC Bank,Fixed Deposits,-,0.00 - 7.73,6.08
7.9% Shriram Transport Finance 2019,Non Convertible Debenture,AA+,2.26 - 3.79,3.79
2% Tata Steel 2022,Debenture,AA,0.00 - 3.33,3.33
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,0.90 - 1.52,1.52
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,0.00 - 1.42,1.42
8.75% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 1.37,1.37
TMF Holdings 2020,Debenture,AA-,0.00 - 0.96,0.96
Aditya Birla Housing Finance 2022,Debenture,AAA,0.00 - 0.58,0.58
6% Zee Entertainment 2022,Preference Shares,-,0.01 - 0.01,0.01
682. L&T Equity Savings Fund - Direct Plan
HDFC Bank,Fixed Deposits,-,0.00 - 7.73,6.08
7.9% Shriram Transport Finance 2019,Non Convertible Debenture,AA+,2.26 - 3.79,3.79
2% Tata Steel 2022,Debenture,AA,0.00 - 3.33,3.33
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,0.90 - 1.52,1.52
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,0.00 - 1.42,1.42
8.75% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 1.37,1.37
TMF Holdings 2020,Debenture,AA-,0.00 - 0.96,0.96
Aditya Birla Housing Finance 2022,Debenture,AAA,0.00 - 0.58,0.58
6% Zee Entertainment 2022,Preference Shares,-,0.01 - 0.01,0.01
705. L&T Hybrid Equity Fund
Tata Power 88-D 06/12/2019,Commercial Paper,A1+,0.00 - 2.41,2.41
7.26% GOI 2029,GOI Securities,SOV,0.00 - 2.23,2.21
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.61,1.32
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.25,1.25
8.54% REC 2028,Debenture,AAA,0.00 - 0.98,0.96
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 0.94,0.94
8.85% HDFC Bank 2099,Bonds,AA+,0.29 - 1.17,0.92
9.5% Indusind Bank,Bonds,AA,0.00 - 0.77,0.77
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.49 - 0.63,0.63
HPCL 2024,Debenture,AAA,0.00 - 0.61,0.61
8.65% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.45 - 0.59,0.59
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 0.53,0.53
State Bank of India 2056,Debenture,AA+,0.00 - 0.63,0.46
7.17% GOI 2028,GOI Securities,SOV,0.38 - 1.81,0.43
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,0.00 - 0.43,0.43
Vedanta 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 0.42,0.42
JSW Steel 90-D 16/12/2019,Commercial Paper,A1+,0.00 - 0.42,0.42
Sundaram Finance 2022,Debenture,AAA,0.28 - 0.39,0.39
8.4% SIDBI 2021,Debenture,AAA,0.00 - 0.38,0.37
HDFC Bank 2028,Debenture,AAA,0.00 - 0.34,0.33
8.08% GOI 2022,Central Government Loan,SOV,0.25 - 0.32,0.32
8.45% IRFC 2028,Debenture,AAA,0.00 - 0.32,0.32
8.15% GOI 2022,Central Government Loan,SOV,0.25 - 0.32,0.32
8.5% NHPC 2020,Bonds/Debentures,AAA,0.25 - 0.31,0.31
8.05% Power Finance Corp. 2021,Debenture,AAA,0.24 - 0.31,0.31
706. L&T Hybrid Equity Fund - Direct Plan
Tata Power 88-D 06/12/2019,Commercial Paper,A1+,0.00 - 2.41,2.41
7.26% GOI 2029,GOI Securities,SOV,0.00 - 2.23,2.21
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.61,1.32
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.25,1.25
8.54% REC 2028,Debenture,AAA,0.00 - 0.98,0.96
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 0.94,0.94
8.85% HDFC Bank 2099,Bonds,AA+,0.29 - 1.17,0.92
9.5% Indusind Bank,Bonds,AA,0.00 - 0.77,0.77
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.49 - 0.63,0.63
HPCL 2024,Debenture,AAA,0.00 - 0.61,0.61
8.65% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.45 - 0.59,0.59
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 0.53,0.53
State Bank of India 2056,Debenture,AA+,0.00 - 0.63,0.46
7.17% GOI 2028,GOI Securities,SOV,0.38 - 1.81,0.43
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,0.00 - 0.43,0.43
Vedanta 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 0.42,0.42
JSW Steel 90-D 16/12/2019,Commercial Paper,A1+,0.00 - 0.42,0.42
Sundaram Finance 2022,Debenture,AAA,0.28 - 0.39,0.39
8.4% SIDBI 2021,Debenture,AAA,0.00 - 0.38,0.37
HDFC Bank 2028,Debenture,AAA,0.00 - 0.34,0.33
8.08% GOI 2022,Central Government Loan,SOV,0.25 - 0.32,0.32
8.45% IRFC 2028,Debenture,AAA,0.00 - 0.32,0.32
8.15% GOI 2022,Central Government Loan,SOV,0.25 - 0.32,0.32
8.5% NHPC 2020,Bonds/Debentures,AAA,0.25 - 0.31,0.31
8.05% Power Finance Corp. 2021,Debenture,AAA,0.24 - 0.31,0.31
726. LIC MF Debt Hybrid Fund
7.27% GOI 2026,GOI Securities,SOV,0.00 - 23.39,23.39
7.32% GOI 2024,GOI Securities,SOV,0.00 - 22.27,15.56
8.29% State Bank of India 2025,Debenture,AAA,5.75 - 7.64,7.64
8.7% HDFC 2020,Debenture,AAA,0.00 - 7.64,7.64
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 7.54,7.54
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 7.32,7.32
8.3% IRFC 2029,Debenture,AAA,0.00 - 6.31,6.27
6.72% NTPC 2021,Bonds,AAA,1.13 - 1.50,1.50
8.3% GOI 2040,Central Government Loan,SOV,0.73 - 1.02,1.01
7.59% GOI 2026,GOI Securities,SOV,0.14 - 0.19,0.19
8.15% GOI 2026,Central Government Loan,SOV,0.07 - 0.10,0.10
8.49% NTPC 2025,Bonds/NCDs,AAA,0.07 - 0.09,0.09
727. LIC MF Debt Hybrid Fund - Direct Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 23.39,23.39
7.32% GOI 2024,GOI Securities,SOV,0.00 - 22.27,15.56
8.29% State Bank of India 2025,Debenture,AAA,5.75 - 7.64,7.64
8.7% HDFC 2020,Debenture,AAA,0.00 - 7.64,7.64
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 7.54,7.54
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 7.32,7.32
8.3% IRFC 2029,Debenture,AAA,0.00 - 6.31,6.27
6.72% NTPC 2021,Bonds,AAA,1.13 - 1.50,1.50
8.3% GOI 2040,Central Government Loan,SOV,0.73 - 1.02,1.01
7.59% GOI 2026,GOI Securities,SOV,0.14 - 0.19,0.19
8.15% GOI 2026,Central Government Loan,SOV,0.07 - 0.10,0.10
8.49% NTPC 2025,Bonds/NCDs,AAA,0.07 - 0.09,0.09
728. LIC MF Equity Hybrid Fund
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 7.43,4.13
8.7% L&T Infra Debt Fund 2021,Bonds,AAA,0.00 - 4.02,4.02
8.24% India Infradebt 2021,Debenture,AAA,0.00 - 4.01,4.01
8.6% GOI 2028,Central Government Loan,SOV,0.20 - 1.79,1.69
7.27% GOI 2026,GOI Securities,SOV,0.00 - 1.67,1.67
8.94% Export-Import Bank 2022,Bonds,AAA,1.42 - 7.79,1.42
8.3% NTPC 2029,Debenture,AAA,0.00 - 1.49,1.41
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 1.44,1.35
7.95% GOI 2032,GOI Securities,SOV,0.00 - 1.40,1.14
6.79% GOI 2029,GOI Securities,SOV,1.05 - 1.59,1.05
Indian Oil Corp. 59-D 11/11/2019,Commercial Paper,A1+,0.00 - 0.93,0.93
7.32% GOI 2024,GOI Securities,SOV,0.00 - 5.81,0.56
7.72% GOI 2025,Central Government Loan,SOV,0.55 - 0.60,0.55
7.59% GOI 2026,GOI Securities,SOV,0.25 - 0.27,0.25
6.68% GOI 2031,GOI Securities,SOV,0.00 - 0.74,0.19
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.44,0.17
6.97% GOI 2026,GOI Securities,SOV,0.07 - 0.07,0.07
7.88% GOI 2030,GOI Securities,SOV,0.04 - 0.76,0.04
7.17% GOI 2028,GOI Securities,SOV,0.01 - 3.83,0.01
8.15% GOI 2026,Central Government Loan,SOV,0.01 - 0.01,0.01
8.49% NTPC 2025,Bonds/NCDs,AAA,0.01 - 0.01,0.01
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
729. LIC MF Equity Hybrid Fund - Direct Plan
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 7.43,4.13
8.7% L&T Infra Debt Fund 2021,Bonds,AAA,0.00 - 4.02,4.02
8.24% India Infradebt 2021,Debenture,AAA,0.00 - 4.01,4.01
8.6% GOI 2028,Central Government Loan,SOV,0.20 - 1.79,1.69
7.27% GOI 2026,GOI Securities,SOV,0.00 - 1.67,1.67
8.94% Export-Import Bank 2022,Bonds,AAA,1.42 - 7.79,1.42
8.3% NTPC 2029,Debenture,AAA,0.00 - 1.49,1.41
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 1.44,1.35
7.95% GOI 2032,GOI Securities,SOV,0.00 - 1.40,1.14
6.79% GOI 2029,GOI Securities,SOV,1.05 - 1.59,1.05
Indian Oil Corp. 59-D 11/11/2019,Commercial Paper,A1+,0.00 - 0.93,0.93
7.32% GOI 2024,GOI Securities,SOV,0.00 - 5.81,0.56
7.72% GOI 2025,Central Government Loan,SOV,0.55 - 0.60,0.55
7.59% GOI 2026,GOI Securities,SOV,0.25 - 0.27,0.25
6.68% GOI 2031,GOI Securities,SOV,0.00 - 0.74,0.19
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.44,0.17
6.97% GOI 2026,GOI Securities,SOV,0.07 - 0.07,0.07
7.88% GOI 2030,GOI Securities,SOV,0.04 - 0.76,0.04
7.17% GOI 2028,GOI Securities,SOV,0.01 - 3.83,0.01
8.15% GOI 2026,Central Government Loan,SOV,0.01 - 0.01,0.01
8.49% NTPC 2025,Bonds/NCDs,AAA,0.01 - 0.01,0.01
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
739. Mahindra Dhan Sanchay Equity Savings Yojana - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.78,7.78
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 4.34,4.32
8.2% National Bank Agr. Rur. Devp 2028,Debenture,-,0.00 - 2.27,2.23
7.17% GOI 2028,GOI Securities,SOV,2.19 - 6.69,2.19
7.83% IRFC 2027,Bonds,-,0.00 - 2.20,2.17
7.75% Power Finance Corp. 2027,Bonds,-,0.00 - 2.19,2.17
Tata Housing Devp. Co. 2020,Debenture,-,0.00 - 2.16,2.15
8.75% Muthoot Finance 2020,Debenture,-,0.00 - 2.15,2.13
7.09% REC 2022,Debenture,-,0.00 - 3.29,2.12
740. Mahindra Dhan Sanchay Equity Savings Yojana - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.78,7.78
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 4.34,4.32
8.2% National Bank Agr. Rur. Devp 2028,Debenture,-,0.00 - 2.27,2.23
7.17% GOI 2028,GOI Securities,SOV,2.19 - 6.69,2.19
7.83% IRFC 2027,Bonds,-,0.00 - 2.20,2.17
7.75% Power Finance Corp. 2027,Bonds,-,0.00 - 2.19,2.17
Tata Housing Devp. Co. 2020,Debenture,-,0.00 - 2.16,2.15
8.75% Muthoot Finance 2020,Debenture,-,0.00 - 2.15,2.13
7.09% REC 2022,Debenture,-,0.00 - 3.29,2.12
747. Mirae Asset Equity Savings Fund - Direct Plan
7.78153% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.87,1.69
7.78153% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.87,1.69
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.31,1.18
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.88,0.84
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.79,0.76
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.70,0.67
7.57111% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.67
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.52,0.52
7% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.53,0.51
7.43286% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.47,0.42
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.32,0.32
7.3% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.19,0.17
748. Mirae Asset Equity Savings Fund - Regular Plan
7.78153% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.87,1.69
7.78153% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.87,1.69
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.31,1.18
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.88,0.84
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.79,0.76
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.70,0.67
7.57111% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.67
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.52,0.52
7% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.53,0.51
7.43286% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.47,0.42
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.32,0.32
7.3% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.19,0.17
751. Mirae Asset Hybrid Equity Fund - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 12.77,9.66
SBI Cards & Payments Services 245-D 27/12/2019,Commercial Paper,A1+,0.00 - 2.12,1.90
6.57% GOI 2033,GOI Securities,SOV,0.00 - 2.78,1.30
7.17% GOI 2028,GOI Securities,SOV,0.00 - 10.95,0.99
Indian Oil Corp. 64-D 09/10/2019,Commercial Paper,A1+,0.00 - 0.96,0.96
7.7% REC 2027,Non Convertible Debenture,AAA,0.37 - 0.71,0.37
8.9% Aadhar Housing Finance 2021,Debenture,AA,0.00 - 0.61,0.37
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA,0.14 - 0.49,0.29
6.62% GOI 2051,Central Government Loan,SOV,0.00 - 0.32,0.27
9.1899% Indostar Capital Finance 2021,Debenture,AA-,0.22 - 0.44,0.22
8.05% NTPC 2026,Bonds,AAA,0.20 - 0.36,0.20
7.8% LIC Housing Fin. 2020,Debenture,AAA,0.19 - 0.37,0.19
7.55% REC 2022,Debenture,AAA,0.00 - 0.19,0.19
7.45% LIC Housing Fin. 2022,Debenture,AAA,0.19 - 0.36,0.19
7.55% REC 2023,Debenture,AAA,0.00 - 0.19,0.19
7.43% HDB Financial Services 2020,Debenture,AAA,0.12 - 0.22,0.12
7.9% Piramal Enterprises 2020,Bonds,AA,0.11 - 0.22,0.11
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.15,0.09
8.92% L&T Finance 2021,Debenture,AAA,0.00 - 0.15,0.09
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.12,0.08
752. Mirae Asset Hybrid Equity Fund - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 12.77,9.66
SBI Cards & Payments Services 245-D 27/12/2019,Commercial Paper,A1+,0.00 - 2.12,1.90
6.57% GOI 2033,GOI Securities,SOV,0.00 - 2.78,1.30
7.17% GOI 2028,GOI Securities,SOV,0.00 - 10.95,0.99
Indian Oil Corp. 64-D 09/10/2019,Commercial Paper,A1+,0.00 - 0.96,0.96
7.7% REC 2027,Non Convertible Debenture,AAA,0.37 - 0.71,0.37
8.9% Aadhar Housing Finance 2021,Debenture,AA,0.00 - 0.61,0.37
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA,0.14 - 0.49,0.29
6.62% GOI 2051,Central Government Loan,SOV,0.00 - 0.32,0.27
9.1899% Indostar Capital Finance 2021,Debenture,AA-,0.22 - 0.44,0.22
8.05% NTPC 2026,Bonds,AAA,0.20 - 0.36,0.20
7.8% LIC Housing Fin. 2020,Debenture,AAA,0.19 - 0.37,0.19
7.55% REC 2022,Debenture,AAA,0.00 - 0.19,0.19
7.45% LIC Housing Fin. 2022,Debenture,AAA,0.19 - 0.36,0.19
7.55% REC 2023,Debenture,AAA,0.00 - 0.19,0.19
7.43% HDB Financial Services 2020,Debenture,AAA,0.12 - 0.22,0.12
7.9% Piramal Enterprises 2020,Bonds,AA,0.11 - 0.22,0.11
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.15,0.09
8.92% L&T Finance 2021,Debenture,AAA,0.00 - 0.15,0.09
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.12,0.08
758. Motilal Oswal Dynamic Fund - Direct Plan
HDFC Bank,Fixed Deposits,Unrated,2.79 - 5.52,4.07
8.5% HDFC 2020,Debenture,AAA,2.89 - 4.01,3.90
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 3.72,3.65
9% State Bank of India 2021,Bonds,AA+,1.44 - 1.99,1.94
8.75% State Bank of India,Bonds,AA+,1.43 - 1.98,1.93
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
759. Motilal Oswal Dynamic Fund - Regular Plan
HDFC Bank,Fixed Deposits,Unrated,2.79 - 5.52,4.07
8.5% HDFC 2020,Debenture,AAA,2.89 - 4.01,3.90
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 3.72,3.65
9% State Bank of India 2021,Bonds,AA+,1.44 - 1.99,1.94
8.75% State Bank of India,Bonds,AA+,1.43 - 1.98,1.93
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
763. Nippon India Arbitrage Fund
HDFC Bank,Fixed Deposits,-,10.38 - 12.83,11.66
Axis Bank,Fixed Deposits,-,1.63 - 3.42,2.97
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.21,2.10
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.17,2.06
HDFC 364-D 29/11/2019,Commercial Paper,A1+,0.00 - 1.47,1.31
Federal Bank,Fixed Deposits,-,1.06 - 3.07,1.06
Shriram City Union Finance 2021,Debenture,AA+,0.00 - 1.22,1.05
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.09,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.72,0.68
HDFC 360-D 14/11/2019,Commercial Paper,A1+,0.00 - 0.55,0.53
HDFC 321-D 05/12/2019,Commercial Paper,A1+,0.00 - 0.55,0.52
IDFC First Bank,Fixed Deposits,-,0.00 - 0.43,0.37
7.67% HDFC 2020,Bonds/NCDs,AAA,0.00 - 0.27,0.27
HDFC 329-D 13/12/2019,Commercial Paper,A1+,0.00 - 0.28,0.26
764. Nippon India Arbitrage Fund - Direct Plan
HDFC Bank,Fixed Deposits,-,10.38 - 12.83,11.66
Axis Bank,Fixed Deposits,-,1.63 - 3.42,2.97
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.21,2.10
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.17,2.06
HDFC 364-D 29/11/2019,Commercial Paper,A1+,0.00 - 1.47,1.31
Federal Bank,Fixed Deposits,-,1.06 - 3.07,1.06
